name;artist;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;type;duration_ms;time_signature;id;html
Hurt;2CELLOS;0.362;0.208;09;-12.478;0;0.0398;0.928;0.906;0.11;0.299;77.305;;0269613;04;6VMLTjHtZc6QPt0RcWPUOJ;https://open.spotify.com/track/6VMLTjHtZc6QPt0RcWPUOJ
Jasper's Way;Tony Calabro;0.468;0.123;07;-21.296;01;0.0826;0.973;0.824;0.111;0.169;184.169;;0150246;04;4SFUB1DbDuR4pXfeuZOL08;https://open.spotify.com/track/4SFUB1DbDuR4pXfeuZOL08
It's a Long Way to Happiness;Alban Claudin;0.234;0.0781;08;-20.034;01;0.0356;0.988;0.863;0.352;0.0937;156.718;;0202307;03;7uvOPEXgkINUA8LJ6S3RaS;https://open.spotify.com/track/7uvOPEXgkINUA8LJ6S3RaS
August Sings;Pieter de Graaf;0.306;0.111;0;-24.498;0;0.0274;0.987;0.914;0.14;0.171;77.257;;0169296;04;0tcakKToWh5NAHMVN8fDJZ;https://open.spotify.com/track/0tcakKToWh5NAHMVN8fDJZ
Ró;Hugar;0.5;0.015;05;-31.658;0;0.0422;0.982;0.87;0.0906;0.215;115.25;;01576;04;7eL7yfCL9hs0mAW6B5Rfmg;https://open.spotify.com/track/7eL7yfCL9hs0mAW6B5Rfmg
"""Juli Juli""";Dirk Maassen;0.191;0.0492;05;-19.5;0;0.0471;0.958;0.898;0.0913;0.0375;71.49;;0345487;03;6URuL7xws8nUzcOUir9ML1;https://open.spotify.com/track/6URuL7xws8nUzcOUir9ML1
Shape of You;Henry Smith;0.47;0.136;01;-19.667;0;0.0401;0.99;0.946;0.112;0.308;153.878;;0146494;04;6vfPKBUFKFPK9Zrn2Vwvos;https://open.spotify.com/track/6vfPKBUFKFPK9Zrn2Vwvos
"""Pavane Op. 50""";Gabriel Fauré;0.345;0.0534;06;-24.109;0;0.03;0.976;0.892;0.112;0.27;143.742;;03068;04;0pDvI7nE1VQ6McDEgqaTrV;https://open.spotify.com/track/0pDvI7nE1VQ6McDEgqaTrV
"""Nocturne No. 8 in D-Flat Major Op. 27 No. 2""";Frédéric Chopin;0.344;0.0126;01;-27.76;01;0.039;0.994;0.917;0.1;0.0516;72.331;;0395033;04;0SqIZFex7iT94oU8BJxdar;https://open.spotify.com/track/0SqIZFex7iT94oU8BJxdar
Moves Like Jagger;Beloved Melodies;0.381;0.0362;011;-25.55;0;0.0568;0.989;0.924;0.0785;0.0678;122.837;;01815;04;7gMPRnvo7NuG1GIdlPdKxR;https://open.spotify.com/track/7gMPRnvo7NuG1GIdlPdKxR
Grey Light;Francesco Tristano;0.387;0.0225;07;-20.961;0;0.0569;0.976;0.908;0.0912;0.119;119.532;;027664;04;2OT0D7g8Y0CotmE5DYcbvy;https://open.spotify.com/track/2OT0D7g8Y0CotmE5DYcbvy
Armellodie;Olga Scheps;0.451;0.00616;02;-26.757;01;0.0558;0.989;0.937;0.0988;0.0614;72.033;;0280592;04;3GfDVDXAs3sxsnfYJ2MG9z;https://open.spotify.com/track/3GfDVDXAs3sxsnfYJ2MG9z
Cornfield Chase - Piano-Cello Version;Hans Zimmer;0.325;0.216;09;-17.214;0;0.0352;0.977;0.861;0.128;0.109;99.635;;0124453;03;3mhqTYu9T3qAN75Knphqlu;https://open.spotify.com/track/3mhqTYu9T3qAN75Knphqlu
Song About Em;Emmy Lindström;0.145;0.0765;0;-21.713;0;0.0405;0.963;0.861;0.0903;0.038;69.744;;03;03;0R6AWWoopJSiqJhiNrc6tW;https://open.spotify.com/track/0R6AWWoopJSiqJhiNrc6tW
I Have Nothing;David Schultz;0.345;0.0746;07;-18.788;01;0.0447;0.987;0.934;0.101;0.179;153.006;;0150773;03;3oOKx6le84nqUrIE0MyjnT;https://open.spotify.com/track/3oOKx6le84nqUrIE0MyjnT
"""Piano Sonata No. 14 (quasi una Fantasia) in C-Sharp Minor Op. 27 No.2 """"Moonlight"""": I. Adagio sostenuto""";Ludwig van Beethoven;0.178;0.00309;01;-40.927;0;0.0421;0.993;0.896;0.128;0.0688;67.706;;0269293;04;7GAGE2KQ0I548pZwXJVhCP;https://open.spotify.com/track/7GAGE2KQ0I548pZwXJVhCP
"""6 Impromptus Op. 5: Impromptu VI""";Jean Sibelius;0.448;0.0052;04;-36.512;01;0.0564;0.995;0.88;0.0698;0.0398;62.171;;0369027;04;1juisCcrVdwoLbDWyVvNrX;https://open.spotify.com/track/1juisCcrVdwoLbDWyVvNrX
L'histoire;Subsona;0.139;0.233;04;-14.478;0;0.0417;0.916;0.937;0.102;0.0713;160.819;;087354;03;5YqzyEH2P5Mfk4BAK4dJ0s;https://open.spotify.com/track/5YqzyEH2P5Mfk4BAK4dJ0s
Damunt de tu Només les flors;Federico Mompou;0.259;0.0127;05;-27.57;0;0.0398;0.995;0.924;0.0936;0.0385;72.841;;0252653;03;7uEj0tGbyOoA2wdYVaXEli;https://open.spotify.com/track/7uEj0tGbyOoA2wdYVaXEli
drivers license - Piano Version;Octavien X;0.374;0.0274;01;-24.136;01;0.0436;0.987;0.896;0.0927;0.0391;139.333;;0273;04;4C0Rixru6GEyS0ekw77DR6;https://open.spotify.com/track/4C0Rixru6GEyS0ekw77DR6
La lutte;MAGUIRE;0.069;0.0959;01;-19.674;01;0.038;0.86;0.916;0.108;0.0462;76.769;;0252425;04;7vvfGvcFNJuiLviudXxzBo;https://open.spotify.com/track/7vvfGvcFNJuiLviudXxzBo
Woke Up Wandering;Pieter de Graaf;0.436;0.103;06;-21.921;01;0.0551;0.994;0.942;0.174;0.116;95.03;;0192174;03;0eN0X7wnKFSHGk1YVowa48;https://open.spotify.com/track/0eN0X7wnKFSHGk1YVowa48
"""Time (From """"Inception"""")""";Hans Zimmer;0.431;0.00692;07;-26.993;01;0.0781;0.994;0.918;0.0885;0.192;73.306;;024436;04;0PSpfF2PBA15I1creD4Noi;https://open.spotify.com/track/0PSpfF2PBA15I1creD4Noi
"""Lob der Frauen Polka Mazurka Op. 315""";Johann Strauss II;0.317;0.00905;02;-26.627;01;0.0406;0.971;0.658;0.286;0.238;125.382;;0258093;03;5MgjArL3UZx23VQGbpAPbE;https://open.spotify.com/track/5MgjArL3UZx23VQGbpAPbE
"""Drei Intermezzi Op. 117: I. Andante moderato""";Johannes Brahms;0.312;0.00198;03;-38.245;01;0.0534;0.995;0.947;0.0909;0.122;75.291;;0331907;03;7wyC0Lz81oZo91NGH8zHq2;https://open.spotify.com/track/7wyC0Lz81oZo91NGH8zHq2
"""Beau Soir L. 6""";Claude Debussy;0.197;0.0216;06;-26.593;0;0.0412;0.987;0.939;0.0675;0.0393;90.132;;0151227;04;2eSK6jy4LLth6hLBvYptJl;https://open.spotify.com/track/2eSK6jy4LLth6hLBvYptJl
Kiss the Rain;Yiruma;0.557;0.0958;08;-18.457;01;0.0542;0.99;0.872;0.145;0.202;112.819;;0300413;04;4qto2kJITIHyE086P4WtkU;https://open.spotify.com/track/4qto2kJITIHyE086P4WtkU
"""Piano Sonata No. 5 in G Major K. 283: I. Allegro""";Wolfgang Amadeus Mozart;0.451;0.0992;02;-22.819;01;0.0433;0.993;0.913;0.0966;0.531;114.751;;028696;03;4IgbTmv3HX25PJoSRBURjR;https://open.spotify.com/track/4IgbTmv3HX25PJoSRBURjR
If I Ain't Got You;Henry Smith;0.342;0.0989;05;-17.186;01;0.0449;0.992;0.955;0.101;0.186;108.246;;01761;03;0j58yLqW56FurCtgSDeWtZ;https://open.spotify.com/track/0j58yLqW56FurCtgSDeWtZ
I Giorni;Lavinia Meijer;0.333;0.134;02;-23.563;01;0.0601;0.989;0.928;0.101;0.0677;152.544;;035112;03;3kEzQNwz0SWn53UPX7rwS6;https://open.spotify.com/track/3kEzQNwz0SWn53UPX7rwS6
Sunset Monet;Hauschka;0.211;0.169;0;-21.761;01;0.0367;0.735;0.936;0.0985;0.0466;49.654;;0102227;03;0K9XD6kV0t9JTbk5w5TdUX;https://open.spotify.com/track/0K9XD6kV0t9JTbk5w5TdUX
Night Time Peace;Zimerman Orchestra;0.0786;0.0928;02;-20.605;0;0.0413;0.987;0.923;0.0904;0.0534;79.958;;020324;04;2ewnHPZfbtT1dIQTP8ceic;https://open.spotify.com/track/2ewnHPZfbtT1dIQTP8ceic
Sadness - Carlos Cipa Rework;Masayoshi Fujita;0.158;0.0356;04;-32.22;01;0.0419;0.975;0.928;0.156;0.0369;98.614;;0386085;01;38O0Dm5ejazF9dFGAJmnze;https://open.spotify.com/track/38O0Dm5ejazF9dFGAJmnze
"""Piano Sonata No. 13 in A Major D. 664: II. Andante""";Franz Schubert;0.369;0.00245;02;-35.132;01;0.0481;0.995;0.952;0.0718;0.0736;96.613;;031824;01;3Fxe1YhQPbltqNMADDDpRM;https://open.spotify.com/track/3Fxe1YhQPbltqNMADDDpRM
Première Gymnopédie;Erik Satie;0.538;0.00808;07;-35.85;01;0.0939;0.995;0.922;0.0762;0.281;103.729;;0216907;04;7gzsp9dv8bKRq8gnK6NzmS;https://open.spotify.com/track/7gzsp9dv8bKRq8gnK6NzmS
Candle in the Wind;2CELLOS;0.17;0.104;02;-17.169;01;0.0445;0.954;0.784;0.193;0.079;112.161;;0165973;04;4Tk8vNVQfIzlNsAHz4BN6l;https://open.spotify.com/track/4Tk8vNVQfIzlNsAHz4BN6l
A Game of Badminton (feat. Jack Liebeck);Dario Marianelli;0.375;0.00406;07;-31.824;0;0.0671;0.994;0.908;0.0842;0.358;139.682;;058387;01;02BumRY2OTFMkMxrXSVMat;https://open.spotify.com/track/02BumRY2OTFMkMxrXSVMat
Concierto de Aranjuez: II. Adagio [Excerpt];Joaquín Rodrigo;0.265;0.0322;011;-27.297;0;0.0408;0.94;0.94;0.153;0.074;75.616;;0167587;04;4rRwgnpIFWqpf7fRztfwsX;https://open.spotify.com/track/4rRwgnpIFWqpf7fRztfwsX
Adrift Together;Subsona;0.283;0.191;07;-15.62;01;0.0295;0.687;0.949;0.0896;0.276;180.554;;0154703;04;1O2xcKAglBjpWGE6ekfRsm;https://open.spotify.com/track/1O2xcKAglBjpWGE6ekfRsm
My Heart Will Go On;RPM (Relaxing Piano Music);0.549;0.111;04;-18.401;01;0.0575;0.986;0.935;0.0853;0.238;110.702;;0204547;04;3ZHydjpcOhKsqBFpt4y8PI;https://open.spotify.com/track/3ZHydjpcOhKsqBFpt4y8PI
Suite for Variety Orchestra: Waltz 2 (Arr. for 12 Cellos);Dmitri Shostakovich;0.258;0.0703;0;-21.879;0;0.0323;0.914;0.938;0.111;0.346;91.611;;0224827;04;5pZ8NKmr5yKc78NrxhEyVR;https://open.spotify.com/track/5pZ8NKmr5yKc78NrxhEyVR
Let Her Go;Henry Smith;0.483;0.185;07;-16.786;01;0.0459;0.991;0.942;0.129;0.14;139.807;;0170899;04;6dkiVnH6l01dOmxIHzW3bg;https://open.spotify.com/track/6dkiVnH6l01dOmxIHzW3bg
Hide and Seek;Pieter de Graaf;0.226;0.193;01;-23.194;0;0.0398;0.958;0.816;0.262;0.225;136.522;;0207985;04;41ep17sTXJZNalfNbLQ048;https://open.spotify.com/track/41ep17sTXJZNalfNbLQ048
"""Sonata in A Minor K.109: Adagio""";Domenico Scarlatti;0.453;0.0385;09;-28.125;0;0.0392;0.995;0.908;0.0797;0.155;97.682;;0213187;04;7JCmSCrBUS9sebn2FjxWKB;https://open.spotify.com/track/7JCmSCrBUS9sebn2FjxWKB
Sunrise in Montmartre;Henry Smith;0.411;0.155;01;-17.235;01;0.0461;0.989;0.953;0.104;0.255;72.525;;0190293;04;1HZFB18mLvp0hmUVH7ow8V;https://open.spotify.com/track/1HZFB18mLvp0hmUVH7ow8V
Free Fallin';Henry Smith;0.479;0.0242;05;-20.151;01;0.047;0.993;0.965;0.11;0.157;136.437;;023;04;5kvy7YAXJaGrG5FvUwv2Nq;https://open.spotify.com/track/5kvy7YAXJaGrG5FvUwv2Nq
"""2 Stücke Op. 16: I. Romanze (Quasi adagio)""";Leone Sinigaglia;0.183;0.0312;011;-22.664;0;0.0416;0.989;0.906;0.0838;0.0959;79.28;;0212387;04;74HDtVEO05wv3FYpysBHHv;https://open.spotify.com/track/74HDtVEO05wv3FYpysBHHv
"""Piano Sonata No. 28 in A Major Op. 101: I. Etwas lebhaft und mit der innigsten Empfindung""";Ludwig van Beethoven;0.396;0.00854;04;-30.096;01;0.0768;0.994;0.928;0.084;0.0774;63.516;;0267787;03;3Ab2FlAiubuhaXQHPXZxm0;https://open.spotify.com/track/3Ab2FlAiubuhaXQHPXZxm0
"""Liebestraum S. 541 No. 3""";Franz Liszt;0.2;0.0377;03;-25.808;01;0.0428;0.982;0.907;0.611;0.0374;75.129;;0275827;03;5kOXNkG9ZWAn69stILZxaR;https://open.spotify.com/track/5kOXNkG9ZWAn69stILZxaR
Prelude in G Minor;Yiruma;0.321;0.0822;07;-19.555;0;0.0334;0.991;0.924;0.128;0.102;74.093;;0264093;04;5nmsFfHXPb8J5MnafFmQ7o;https://open.spotify.com/track/5nmsFfHXPb8J5MnafFmQ7o
Someone Like You;Henry Smith;0.525;0.112;09;-16.315;01;0.0442;0.991;0.925;0.0977;0.0897;135.982;;0232;04;6R4Btdwl7xTsxquilaVkIw;https://open.spotify.com/track/6R4Btdwl7xTsxquilaVkIw
Reborn;Alexis Ffrench;0.519;0.165;0;-19.028;01;0.0317;0.991;0.947;0.136;0.224;100.055;;0211819;04;2zlfbhaKlYE45y5LyJawmh;https://open.spotify.com/track/2zlfbhaKlYE45y5LyJawmh
My Edward and I (feat. Jack Liebeck);Dario Marianelli;0.0945;0.057;05;-24.673;01;0.0476;0.976;0.403;0.091;0.0375;67.598;;0233947;03;7Ly4vpc0e0JaqKIbCHtSHX;https://open.spotify.com/track/7Ly4vpc0e0JaqKIbCHtSHX
Ambre;Nils Frahm;0.264;0.0233;01;-32.543;01;0.0451;0.993;0.945;0.103;0.512;145.794;;0230493;03;6FZ53SQb9creiKY4PDm5NF;https://open.spotify.com/track/6FZ53SQb9creiKY4PDm5NF
Daughter of Evening;Henry Smith;0.252;0.197;06;-17.642;0;0.0597;0.945;0.949;0.105;0.27;162.898;;0178827;03;6D23tNd0c1w8NVP5Uc2njg;https://open.spotify.com/track/6D23tNd0c1w8NVP5Uc2njg
"""Symphony No. 3 in A Minor Op. 56 """"Scottish"""" (Remastered): II. Vivace non troppo""";Felix Mendelssohn;0.432;0.267;05;-17.26;01;0.0474;0.918;0.917;0.086;0.485;127.763;;0261253;04;6pSrjr3DNEjtK2fp47b05H;https://open.spotify.com/track/6pSrjr3DNEjtK2fp47b05H
"""Slavonic Dance for Four Hands in E Minor Op. 72/2: Dumka (Allegretto grazioso)""";Antonín Dvo?ák;0.355;0.0443;0;-24.512;01;0.0355;0.994;0.882;0.109;0.149;76.587;;0198427;03;2hNbUtLFQxp0uQ3fKju16M;https://open.spotify.com/track/2hNbUtLFQxp0uQ3fKju16M
"""Partita No. 6 in E Minor BWV 830: IV. Air""";Johann Sebastian Bach;0.38;0.0842;04;-30.289;0;0.0402;0.994;0.841;0.129;0.532;144.768;;010972;04;4KuGb0cwL8KKSySLhS5F3H;https://open.spotify.com/track/4KuGb0cwL8KKSySLhS5F3H
Prelude in B Minor;Johann Sebastian Bach;0.149;0.0448;011;-29.239;0;0.034;0.977;0.915;0.0721;0.0734;74.714;;092987;04;5mOx1n7hF0U1Zc589dGOj3;https://open.spotify.com/track/5mOx1n7hF0U1Zc589dGOj3
A World;Annelie;0.342;0.0245;03;-28.261;0;0.0448;0.992;0.901;0.106;0.0849;114.066;;02707;04;6Y27Jxspe6k2qHAd6KJHGd;https://open.spotify.com/track/6Y27Jxspe6k2qHAd6KJHGd
Destination Unknown;Hauschka;0.33;0.0815;09;-19.277;0;0.0356;0.956;0.969;0.0907;0.0389;135.169;;021012;03;6TPw1o9LBXU2Afbg6u4QPQ;https://open.spotify.com/track/6TPw1o9LBXU2Afbg6u4QPQ
Deux Arabesques: No. 1;Claude Debussy;0.281;0.0131;09;-28.85;01;0.0361;0.99;0.921;0.0875;0.0741;72.744;;0272133;04;3iGGRjfZXYoYqYxNEYYbBX;https://open.spotify.com/track/3iGGRjfZXYoYqYxNEYYbBX
"""The Seasons Op. 37a: IV. April - Snowdrop""";Pyotr Ilyich Tchaikovsky;0.3;0.0132;07;-33.472;0;0.0387;0.995;0.871;0.0917;0.0934;83.693;;02006;04;7oVbUYJLIcNnB0ETXLVrvh;https://open.spotify.com/track/7oVbUYJLIcNnB0ETXLVrvh
Home;Zimerman Orchestra;0.294;0.107;02;-21.907;0;0.036;0.872;0.921;0.0924;0.0834;79.991;;019596;04;2LwaCtKT5lCtN2tOSJ8tzV;https://open.spotify.com/track/2LwaCtKT5lCtN2tOSJ8tzV
Scared to Be Lonely;RPM (Relaxing Piano Music);0.563;0.0788;04;-20.174;01;0.0409;0.994;0.922;0.112;0.151;123.997;;0245187;04;6tOI25A4elcvCXwMLbdF7Y;https://open.spotify.com/track/6tOI25A4elcvCXwMLbdF7Y
"""Piano Trio No. 3 in C Minor Op. 101: Andante grazioso""";Johannes Brahms;0.286;0.00636;0;-32.601;01;0.0426;0.972;0.283;0.107;0.102;124.465;;0245613;04;08JqZxMgLW6Y8vyGYC6WJC;https://open.spotify.com/track/08JqZxMgLW6Y8vyGYC6WJC
"""Piano Sonata No. 11 in A Major K. 331: III. Alla Turca - Allegretto - Remastered""";Wolfgang Amadeus Mozart;0.462;0.182;09;-21.617;01;0.0497;0.991;0.887;0.0828;0.687;90.478;;024288;04;1REoiN5aLx1aNk2gWjM1Ld;https://open.spotify.com/track/1REoiN5aLx1aNk2gWjM1Ld
"""Diabelli Variations - 33 Variations on a Waltz by Anton Diabelli Op. 120: Var. 24 - Fughetta. Andante""";Ludwig van Beethoven;0.281;0.0185;0;-36.873;01;0.0459;0.996;0.872;0.102;0.313;76.383;;0163693;04;6ktfNaraJuHmJ3BNeRLw4o;https://open.spotify.com/track/6ktfNaraJuHmJ3BNeRLw4o
Until Next Time;Henry Smith;0.352;0.194;07;-16.316;01;0.0504;0.903;0.879;0.102;0.128;120.771;;0174373;04;2poQJtHut7ZGP6O9UA8jGk;https://open.spotify.com/track/2poQJtHut7ZGP6O9UA8jGk
"""Sonata in D Minor K.32: Aria""";Domenico Scarlatti;0.554;0.00581;02;-31.374;0;0.0746;0.996;0.957;0.0571;0.42;109.884;;0117373;04;5g59bO2ANSSYKdltauM0WA;https://open.spotify.com/track/5g59bO2ANSSYKdltauM0WA
"""Stanza BWV 855a """"The Children's Room"""" - Re-Recorded Version""";Johann Sebastian Bach;0.288;0.101;011;-24.78;0;0.0522;0.992;0.93;0.0908;0.0368;77.531;;0182147;04;7KqUsJHKzB3cJYdGi4lq0H;https://open.spotify.com/track/7KqUsJHKzB3cJYdGi4lq0H
The Rose;David Schultz;0.522;0.0704;0;-17.239;01;0.0658;0.991;0.939;0.108;0.223;128.827;;0160093;04;77nRDRPHDWe6h8DiujshtU;https://open.spotify.com/track/77nRDRPHDWe6h8DiujshtU
Say Something;Henry Smith;0.413;0.0679;02;-16.808;01;0.0508;0.992;0.936;0.124;0.106;146.346;;01805;03;2piS58WNI6Qayi8ZYQGSZa;https://open.spotify.com/track/2piS58WNI6Qayi8ZYQGSZa
"""Étude No. 2 in A-Flat Major from """"Trois Nouvelles Études""""""";Frédéric Chopin;0.297;0.06;08;-26.92;01;0.0357;0.994;0.903;0.105;0.0641;113.755;;011608;01;1P5LXjpV8a5GsnMtvqaZ88;https://open.spotify.com/track/1P5LXjpV8a5GsnMtvqaZ88
"""Sonata in F Minor K.183: Allegro""";Domenico Scarlatti;0.32;0.0575;01;-28.05;0;0.0441;0.994;0.908;0.0758;0.188;132.109;;0370613;04;3aNRPjJKZdDP5mmD5Us5qL;https://open.spotify.com/track/3aNRPjJKZdDP5mmD5Us5qL
Waltz in C Minor (Only for Piano);Yiruma;0.377;0.0725;0;-22.218;0;0.0584;0.993;0.912;0.174;0.0472;67.547;;0228293;03;6L6TuOAEZHf93tJULIjQrj;https://open.spotify.com/track/6L6TuOAEZHf93tJULIjQrj
A Thousand Miles;Henry Smith;0.315;0.152;011;-15.952;01;0.0566;0.987;0.936;0.143;0.234;81.178;;0167184;04;0bugfVBn7nP2jIbjs1Fl7Y;https://open.spotify.com/track/0bugfVBn7nP2jIbjs1Fl7Y
Relaxing Waltz;Zimerman Orchestra;0.0648;0.186;05;-19.337;01;0.0407;0.948;0.934;0.101;0.217;199.643;;014924;03;5h4WlefaiYH27qIU1XzfOA;https://open.spotify.com/track/5h4WlefaiYH27qIU1XzfOA
Radiate;Alexis Ffrench;0.255;0.197;02;-17.246;01;0.0361;0.983;0.849;0.132;0.177;119.609;;0210025;04;1Yulbby9H37Q7BGzG8xH2b;https://open.spotify.com/track/1Yulbby9H37Q7BGzG8xH2b
All By Myself;David Schultz;0.46;0.0417;011;-19.609;0;0.0637;0.99;0.937;0.104;0.0883;119.427;;0179173;04;4FR04CCkvheWJhvkyY85uJ;https://open.spotify.com/track/4FR04CCkvheWJhvkyY85uJ
"""Wiegenlied Op. 49 No. 4 (Arr. for Cello and Piano) [Brahms Lullaby]""";Johannes Brahms;0.184;0.00833;03;-33.503;01;0.0519;0.989;0.596;0.104;0.211;61.541;;01098;03;59cPOVxrn3Yjwydl1pullI;https://open.spotify.com/track/59cPOVxrn3Yjwydl1pullI
I Will Always Love You;David Schultz;0.419;0.0121;09;-20.516;01;0.0606;0.989;0.932;0.0761;0.332;130.344;;017596;04;24zx9El6ngLPt6F4igcrbH;https://open.spotify.com/track/24zx9El6ngLPt6F4igcrbH
Circle Song;Francesco Tristano;0.288;0.212;0;-21.625;01;0.0304;0.951;0.927;0.0903;0.148;139.186;;0193427;01;78u6bK6q6W42GafkUjHFSh;https://open.spotify.com/track/78u6bK6q6W42GafkUjHFSh
Perfect;Henry Smith;0.372;0.0709;08;-19.146;01;0.0467;0.993;0.949;0.104;0.12;164.653;;0272;03;77OfUElb1qTM1txv6oH3O1;https://open.spotify.com/track/77OfUElb1qTM1txv6oH3O1
Gnossienne No. 1: Lent;Erik Satie;0.339;0.0233;05;-27.004;0;0.0595;0.995;0.879;0.105;0.0564;71.241;;018768;03;0P1lQfGgElilE8QLHR5BBU;https://open.spotify.com/track/0P1lQfGgElilE8QLHR5BBU
Love Me Like You Do;Henry Smith;0.276;0.192;08;-16.538;01;0.0543;0.991;0.947;0.125;0.0777;173.78;;0179072;04;7KJi2xxfLYVKHkmmTUhbT2;https://open.spotify.com/track/7KJi2xxfLYVKHkmmTUhbT2
Awaken (feat. Jack Liebeck);Dario Marianelli;0.167;0.0439;0;-17.999;0;0.0437;0.948;0.913;0.0904;0.0366;76.877;;0265933;04;48bFgWuYofpZqmIxC82R8V;https://open.spotify.com/track/48bFgWuYofpZqmIxC82R8V
Forest Meditation;Henry Smith;0.249;0.0549;02;-24.503;01;0.0367;0.959;0.953;0.237;0.0538;49.82;;019224;04;5nOAhrQaLwweLkMvV8X9DD;https://open.spotify.com/track/5nOAhrQaLwweLkMvV8X9DD
"""Moment Musical Op. 94 D. 780: No. 3 in F Minor - Live""";Franz Schubert;0.51;0.0885;05;-27.083;0;0.0676;0.992;0.88;0.683;0.396;81.7;;015152;04;6zzn6E0PT9kXZYkmDTOhGS;https://open.spotify.com/track/6zzn6E0PT9kXZYkmDTOhGS
Too Good at Goodbyes;Henry Smith;0.465;0.0796;05;-20.035;01;0.0621;0.992;0.95;0.115;0.262;78.434;;0104416;04;30TSnYCfUHCPPSsnPr1F7b;https://open.spotify.com/track/30TSnYCfUHCPPSsnPr1F7b
"""Symphony No. 2 in D Major Op. 73: ??? ?2? ?????73 ?3?? ?????????????????(???????????)""";Johannes Brahms;0.219;0.0279;0;-32.223;01;0.0476;0.948;0.741;0.0767;0.0952;78.838;;0323907;03;1kcjdYPbav3SL5yz1doeWF;https://open.spotify.com/track/1kcjdYPbav3SL5yz1doeWF
Yesterday;David Schultz;0.319;0.163;05;-15.653;01;0.0623;0.981;0.923;0.112;0.169;163.209;;0166;04;2PSARXIFrABbd5wil6ogJ9;https://open.spotify.com/track/2PSARXIFrABbd5wil6ogJ9
Symphony;RPM (Relaxing Piano Music);0.453;0.159;0;-18.896;0;0.038;0.987;0.957;0.1;0.182;112.614;;0221547;04;7qcO2OdezDWyhNV8j9p3m2;https://open.spotify.com/track/7qcO2OdezDWyhNV8j9p3m2
Flying Towards the Moonlight;Van Vogel Ensemble;0.152;0.0503;02;-23.151;0;0.0475;0.971;0.925;0.196;0.0527;136.918;;0175733;05;6KM12Vx2IN1ODTaVgcDT1o;https://open.spotify.com/track/6KM12Vx2IN1ODTaVgcDT1o
Tears In Heaven;David Schultz;0.386;0.0478;09;-19.97;01;0.0586;0.992;0.937;0.112;0.304;74.81;;016352;04;6cHA8D6uwwAGqOYxzUiv9v;https://open.spotify.com/track/6cHA8D6uwwAGqOYxzUiv9v
Flower Through Concrete;Chloe Flower;0.284;0.22;03;-16.203;01;0.0371;0.985;0.864;0.105;0.0944;69.063;;0239013;04;4xV7soqf9cp13VBhaGU1NY;https://open.spotify.com/track/4xV7soqf9cp13VBhaGU1NY
Late Night Lounge;Henry Smith;0.449;0.105;05;-17.547;0;0.0484;0.991;0.947;0.118;0.197;140.883;;017316;03;01cPn4G79LtatXnwTql2FJ;https://open.spotify.com/track/01cPn4G79LtatXnwTql2FJ
"""Sonata in E Major K. 380""";Domenico Scarlatti;0.449;0.0378;011;-31.383;01;0.0373;0.992;0.951;0.141;0.168;83.757;;01728;04;5olY8yO9tGgPee9xNasVpN;https://open.spotify.com/track/5olY8yO9tGgPee9xNasVpN
Before Midnight;Henry Smith;0.281;0.252;05;-16.355;0;0.0414;0.991;0.935;0.103;0.179;154.429;;016288;04;1YtzJdcn70TegCQCYgiCLY;https://open.spotify.com/track/1YtzJdcn70TegCQCYgiCLY
Slow String Instrumental;Van Vogel Ensemble;0.154;0.0334;02;-28.08;0;0.0506;0.96;0.829;0.105;0.0385;134.424;;0145747;01;0NoR2sy1en5ySKW3rSWo8C;https://open.spotify.com/track/0NoR2sy1en5ySKW3rSWo8C
"""Diabelli Variations - 33 Variations on a Waltz by Anton Diabelli Op. 120: Var. 3 - L'istesso tempo""";Ludwig van Beethoven;0.362;0.0158;0;-33.777;01;0.0406;0.993;0.934;0.108;0.331;70.859;;091867;03;2NPoTBCs2YKz4jxxyNRuJf;https://open.spotify.com/track/2NPoTBCs2YKz4jxxyNRuJf
A Tree & A River;Henry Smith;0.158;0.0618;0;-26.251;01;0.0434;0.918;0.951;0.0956;0.0398;77.922;;0196547;04;7wT9zn4HZgCcz0XadjJhU8;https://open.spotify.com/track/7wT9zn4HZgCcz0XadjJhU8
"""French Suite No. 5 in G Major BWV 816: I. Allemande""";Johann Sebastian Bach;0.0787;0.0126;02;-36.457;01;0.0448;0.988;0.908;0.112;0.267;34.856;;01606;03;5w7zbR1ZV0Ee7tNFgVROwz;https://open.spotify.com/track/5w7zbR1ZV0Ee7tNFgVROwz
You'll Be Alright;Henry Smith;0.306;0.176;08;-18.862;0;0.0471;0.976;0.916;0.111;0.233;147.272;;0185587;03;0zzlimCBvlYTBxySIWFPRX;https://open.spotify.com/track/0zzlimCBvlYTBxySIWFPRX
Poppin' Them Thangs;G-Unit;0.768;0.806;06;-1.406;0;0.195;0.261;0.0;0.0785;0.927;88.024;;02408;04;1OKPQF7iS8TVxY4gwvBZ3n;https://open.spotify.com/track/1OKPQF7iS8TVxY4gwvBZ3n
Still D.R.E.;Dr. Dre;0.814;0.779;011;-3.271;01;0.235;0.175;0.000671;0.0605;0.544;93.43;;0268005;04;6ltPEsP4edATzvinHOzvk2;https://open.spotify.com/track/6ltPEsP4edATzvinHOzvk2
